"site","year","Descriptors","yield (modified)","for_join_control","grouping","modification","crop","yr_post_amelioration","decile","rainfall_mean_annual","yield  (un modified)","data source","price"
"Bute_Trengrove",2020,"Rip.50_Cl@5.incorp_20.Clay.incorp_20",1.21111111111111,"Bute_Trengrove_2020","Rip mixed","Rip","lentils",5,"decile_6",389.156451612903,0.590804597701149,"trial",0
"Bute_Trengrove",2020,"Rip.50_none",1.16551724137931,"Bute_Trengrove_2020","Rip none","Rip","lentils",5,"decile_6",389.156451612903,0.590804597701149,"trial",0
"Bute_Trengrove",2020,"Rip.50_Fert.surface",1.06444444444444,"Bute_Trengrove_2020","Rip fertiliser","Rip","lentils",5,"decile_6",389.156451612903,0.590804597701149,"trial",0
"Bute_Trengrove",2020,"Rip.50_Cl@5.incorp_20.Fert.surface.Clay.incorp_20",1.06444444444444,"Bute_Trengrove_2020","Rip mixed","Rip","lentils",5,"decile_6",389.156451612903,0.590804597701149,"trial",0
"Bute_Trengrove",2020,"Unmodified_Cl@20.incorp_8",1.02758620689655,"Bute_Trengrove_2020","Unmodified animal","Unmodified","lentils",5,"decile_6",389.156451612903,0.590804597701149,"trial",0
"Bute_Trengrove",2020,"Rip.50_Clay.incorp_20",0.99111111111111,"Bute_Trengrove_2020","Rip non organic","Rip","lentils",5,"decile_6",389.156451612903,0.590804597701149,"trial",0
"Bute_Trengrove",2020,"Unmodified_Cl@20.incorp_8.Clay.incorp_8",0.897777777777777,"Bute_Trengrove_2020","Unmodified mixed","Unmodified","lentils",5,"decile_6",389.156451612903,0.590804597701149,"trial",0
"Bute_Trengrove",2020,"Rip.50_Fert.surface.Clay.incorp_20",0.871111111111112,"Bute_Trengrove_2020","Rip mixed","Rip","lentils",5,"decile_6",389.156451612903,0.590804597701149,"trial",0
"Bute_Trengrove",2020,"Unmodified_Cl@20.incorp_8.Fert.surface",0.848888888888889,"Bute_Trengrove_2020","Unmodified mixed","Unmodified","lentils",5,"decile_6",389.156451612903,0.590804597701149,"trial",0
"Bute_Trengrove",2020,"Unmodified_Cl@5.incorp_8",0.816091954022989,"Bute_Trengrove_2020","Unmodified animal","Unmodified","lentils",5,"decile_6",389.156451612903,0.590804597701149,"trial",0
"Bute_Trengrove",2020,"Unmodified_Cl@5.incorp_8.Fert.surface",0.8,"Bute_Trengrove_2020","Unmodified mixed","Unmodified","lentils",5,"decile_6",389.156451612903,0.590804597701149,"trial",0
"Bute_Trengrove",2020,"Unmodified_Cl@5.incorp_8.Fert.surface.Clay.incorp_8",0.785777777777778,"Bute_Trengrove_2020","Unmodified mixed","Unmodified","lentils",5,"decile_6",389.156451612903,0.590804597701149,"trial",0
"Bute_Trengrove",2020,"Unmodified_Cl@5.incorp_8.Clay.incorp_8",0.773333333333334,"Bute_Trengrove_2020","Unmodified mixed","Unmodified","lentils",5,"decile_6",389.156451612903,0.590804597701149,"trial",0
"Bute_Trengrove",2020,"Unmodified_Cl@20.incorp_8.Fert.surface.Clay.incorp_8",0.766666666666665,"Bute_Trengrove_2020","Unmodified mixed","Unmodified","lentils",5,"decile_6",389.156451612903,0.590804597701149,"trial",0
"Bute_Trengrove",2020,"Unmodified_Clay.incorp_8",0.701149425287356,"Bute_Trengrove_2020","Unmodified non organic","Unmodified","lentils",5,"decile_6",389.156451612903,0.590804597701149,"trial",0
"Bute_Trengrove",2020,"Unmodified_Fert.surface.Clay.incorp_8",0.693333333333333,"Bute_Trengrove_2020","Unmodified mixed","Unmodified","lentils",5,"decile_6",389.156451612903,0.590804597701149,"trial",0
"Bute_Trengrove",2020,"Unmodified_Fert.surface",0.650574712643678,"Bute_Trengrove_2020","Unmodified fertiliser","Unmodified","lentils",5,"decile_6",389.156451612903,0.590804597701149,"trial",0
"Bute_Trengrove",2021,"Rip.50_Cl@20.incorp_20.Fert.surface.Clay.incorp_20",3.689,"Bute_Trengrove_2021","Rip mixed","Rip","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Rip.50_Cl@20.incorp_20.Clay.incorp_20",2.82433333333333,"Bute_Trengrove_2021","Rip mixed","Rip","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Rip.50_Cl@5.incorp_20.Fert.surface",2.79333333333333,"Bute_Trengrove_2021","Rip mixed","Rip","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Rip.50_Cl@20.incorp_20",2.78633333333333,"Bute_Trengrove_2021","Rip animal","Rip","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Rip.50_Cl@20.incorp_20.Fert.surface",2.669,"Bute_Trengrove_2021","Rip mixed","Rip","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Rip.50_Cl@5.incorp_20.Fert.surface.Clay.incorp_20",2.62233333333333,"Bute_Trengrove_2021","Rip mixed","Rip","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Rip.50_Fert.surface",2.57766666666667,"Bute_Trengrove_2021","Rip fertiliser","Rip","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Rip.50_Fert.surface.Clay.incorp_20",2.369,"Bute_Trengrove_2021","Rip mixed","Rip","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Rip.50_Cl@5.incorp_20.Clay.incorp_20",2.26666666666667,"Bute_Trengrove_2021","Rip mixed","Rip","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Unmodified_Cl@5.incorp_8.Fert.surface.Clay.incorp_8",2.02466666666667,"Bute_Trengrove_2021","Unmodified mixed","Unmodified","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Rip.50_Cl@5.incorp_20",2.02233333333333,"Bute_Trengrove_2021","Rip animal","Rip","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Rip.50_none",1.99166666666667,"Bute_Trengrove_2021","Rip none","Rip","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Unmodified_Cl@20.incorp_8.Fert.surface.Clay.incorp_8",1.95566666666667,"Bute_Trengrove_2021","Unmodified mixed","Unmodified","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Unmodified_Cl@5.incorp_8.Fert.surface",1.92433333333333,"Bute_Trengrove_2021","Unmodified mixed","Unmodified","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Unmodified_Cl@20.incorp_8.Clay.incorp_8",1.85766666666667,"Bute_Trengrove_2021","Unmodified mixed","Unmodified","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Unmodified_Fert.surface.Clay.incorp_8",1.80233333333333,"Bute_Trengrove_2021","Unmodified mixed","Unmodified","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Rip.50_Clay.incorp_20",1.75766666666667,"Bute_Trengrove_2021","Rip non organic","Rip","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Unmodified_Cl@20.incorp_8.Fert.surface",1.68666666666667,"Bute_Trengrove_2021","Unmodified mixed","Unmodified","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Unmodified_Fert.surface",1.62733333333333,"Bute_Trengrove_2021","Unmodified fertiliser","Unmodified","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Unmodified_Cl@20.incorp_8",1.55566666666667,"Bute_Trengrove_2021","Unmodified animal","Unmodified","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Unmodified_Cl@5.incorp_8.Clay.incorp_8",1.549,"Bute_Trengrove_2021","Unmodified mixed","Unmodified","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Unmodified_Cl@5.incorp_8",1.40833333333333,"Bute_Trengrove_2021","Unmodified animal","Unmodified","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Bute_Trengrove",2021,"Unmodified_Clay.incorp_8",1.30666666666667,"Bute_Trengrove_2021","Unmodified non organic","Unmodified","wheat",6,"decile_4",389.156451612903,1.21666666666667,"trial",0
"Cadgee",2014,"Spade.30_Fert.incorp_30",1.42606636584806,"Cadgee_2014","Spade fertiliser","Spade","Wheat",0,"decile_1",536.316129032258,0.616645516908726,"trial",0
"Cadgee",2014,"Spade.30_Lc.incorp_30.Fert.incorp_30",1.37504253130814,"Cadgee_2014","Spade mixed","Spade","Wheat",0,"decile_1",536.316129032258,0.616645516908726,"trial",0
"Cadgee",2014,"Spade.30_Lc.incorp_30",1.24721254851537,"Cadgee_2014","Spade plant","Spade","Wheat",0,"decile_1",536.316129032258,0.616645516908726,"trial",0
"Cadgee",2014,"Spade.30_Lc.incorp_30.Fert.incorp_30.Clay.incorp_30",1.11736070192669,"Cadgee_2014","Spade mixed","Spade","Wheat",0,"decile_1",536.316129032258,0.616645516908726,"trial",0
"Cadgee",2014,"Spade.30_none",1.04616517539329,"Cadgee_2014","Spade none","Spade","Wheat",0,"decile_1",536.316129032258,0.616645516908726,"trial",0
"Cadgee",2014,"Spade.30_Lc.incorp_30.Clay.incorp_30",1.01759825976407,"Cadgee_2014","Spade mixed","Spade","Wheat",0,"decile_1",536.316129032258,0.616645516908726,"trial",0
"Cadgee",2014,"Unmodified_Fert.band_30",0.974811227734054,"Cadgee_2014","Unmodified fertiliser","Unmodified","Wheat",0,"decile_1",536.316129032258,0.616645516908726,"trial",0
"Cadgee",2014,"Spade.30_Clay.incorp_30",0.847906937917822,"Cadgee_2014","Spade non organic","Spade","Wheat",0,"decile_1",536.316129032258,0.616645516908726,"trial",0
"Cadgee",2014,"Spade.30_Fert.incorp_30.Clay.incorp_30",0.774058215246318,"Cadgee_2014","Spade mixed","Spade","Wheat",0,"decile_1",536.316129032258,0.616645516908726,"trial",0
"Cadgee",2014,"Unmodified_Fert.band_30.Clay.incorp_10",0.69143183236651,"Cadgee_2014","Unmodified mixed","Unmodified","Wheat",0,"decile_1",536.316129032258,0.616645516908726,"trial",0
"Cadgee",2014,"Unmodified_Clay.incorp_10",0.521352545721742,"Cadgee_2014","Unmodified non organic","Unmodified","Wheat",0,"decile_1",536.316129032258,0.616645516908726,"trial",0
"Cadgee",2015,"Spade.30_Lc.incorp_30.Fert.incorp_30.Clay.incorp_30",2.22297317164736,"Cadgee_2015","Spade mixed","Spade","Barley",1,"decile_1",536.316129032258,1.3203436584558,"trial",0
"Cadgee",2015,"Spade.30_Lc.incorp_30.Clay.incorp_30",2.13470919943579,"Cadgee_2015","Spade mixed","Spade","Barley",1,"decile_1",536.316129032258,1.3203436584558,"trial",0
"Cadgee",2015,"Spade.30_Lc.incorp_30",1.8555598658815,"Cadgee_2015","Spade plant","Spade","Barley",1,"decile_1",536.316129032258,1.3203436584558,"trial",0
"Cadgee",2015,"Spade.30_Lc.incorp_30.Fert.incorp_30",1.68172332387055,"Cadgee_2015","Spade mixed","Spade","Barley",1,"decile_1",536.316129032258,1.3203436584558,"trial",0
"Cadgee",2015,"Spade.30_Clay.incorp_30",1.66146593740372,"Cadgee_2015","Spade non organic","Spade","Barley",1,"decile_1",536.316129032258,1.3203436584558,"trial",0
"Cadgee",2015,"Spade.30_Fert.incorp_30.Clay.incorp_30",1.62452492734183,"Cadgee_2015","Spade mixed","Spade","Barley",1,"decile_1",536.316129032258,1.3203436584558,"trial",0
"Cadgee",2015,"Unmodified_Fert.band_30.Clay.incorp_10",1.2897247472152,"Cadgee_2015","Unmodified mixed","Unmodified","Barley",1,"decile_1",536.316129032258,1.3203436584558,"trial",0
"Cadgee",2015,"Unmodified_Clay.incorp_10",1.23866656730507,"Cadgee_2015","Unmodified non organic","Unmodified","Barley",1,"decile_1",536.316129032258,1.3203436584558,"trial",0
"Cadgee",2015,"Spade.30_none",1.05449424422048,"Cadgee_2015","Spade none","Spade","Barley",1,"decile_1",536.316129032258,1.3203436584558,"trial",0
"Cadgee",2015,"Unmodified_Fert.band_30",0.998687312521722,"Cadgee_2015","Unmodified fertiliser","Unmodified","Barley",1,"decile_1",536.316129032258,1.3203436584558,"trial",0
"Cadgee",2015,"Spade.30_Fert.incorp_30",0.925352027889642,"Cadgee_2015","Spade fertiliser","Spade","Barley",1,"decile_1",536.316129032258,1.3203436584558,"trial",0
"Cadgee",2017,"Spade.30_Lc.incorp_30.Clay.incorp_30",3.04,"Cadgee_2017","Spade mixed","Spade","Lupins",3,"decile_8",536.316129032258,1.352,"trial",0
"Cadgee",2017,"Spade.30_Lc.incorp_30.Fert.incorp_30.Clay.incorp_30",2.736,"Cadgee_2017","Spade mixed","Spade","Lupins",3,"decile_8",536.316129032258,1.352,"trial",0
"Cadgee",2017,"Spade.30_Fert.incorp_30.Clay.incorp_30",2.632,"Cadgee_2017","Spade mixed","Spade","Lupins",3,"decile_8",536.316129032258,1.352,"trial",0
"Cadgee",2017,"Spade.30_Clay.incorp_30",2.154,"Cadgee_2017","Spade non organic","Spade","Lupins",3,"decile_8",536.316129032258,1.352,"trial",0
"Cadgee",2017,"Spade.30_Lc.incorp_30.Fert.incorp_30",2.074,"Cadgee_2017","Spade mixed","Spade","Lupins",3,"decile_8",536.316129032258,1.352,"trial",0
"Cadgee",2017,"Unmodified_Fert.band_30.Clay.incorp_10",1.992,"Cadgee_2017","Unmodified mixed","Unmodified","Lupins",3,"decile_8",536.316129032258,1.352,"trial",0
"Cadgee",2017,"Unmodified_Clay.incorp_10",1.918,"Cadgee_2017","Unmodified non organic","Unmodified","Lupins",3,"decile_8",536.316129032258,1.352,"trial",0
"Cadgee",2017,"Spade.30_Lc.incorp_30",1.804,"Cadgee_2017","Spade plant","Spade","Lupins",3,"decile_8",536.316129032258,1.352,"trial",0
"Cadgee",2017,"Unmodified_Fert.band_30",1.258,"Cadgee_2017","Unmodified fertiliser","Unmodified","Lupins",3,"decile_8",536.316129032258,1.352,"trial",0
"Cadgee",2017,"Spade.30_Fert.incorp_30",1.124,"Cadgee_2017","Spade fertiliser","Spade","Lupins",3,"decile_8",536.316129032258,1.352,"trial",0
"Cadgee",2017,"Spade.30_none",0.792,"Cadgee_2017","Spade none","Spade","Lupins",3,"decile_8",536.316129032258,1.352,"trial",0
"Cadgee",2018,"Spade.30_Lc.incorp_30.Clay.incorp_30",3.14212193545553,"Cadgee_2018","Spade mixed","Spade","Wheat",4,"decile_6",536.316129032258,1.5580777676138,"trial",0
"Cadgee",2018,"Spade.30_Lc.incorp_30.Fert.incorp_30.Clay.incorp_30",3.0383458862736,"Cadgee_2018","Spade mixed","Spade","Wheat",4,"decile_6",536.316129032258,1.5580777676138,"trial",0
"Cadgee",2018,"Spade.30_Fert.incorp_30.Clay.incorp_30",2.99056653218164,"Cadgee_2018","Spade mixed","Spade","Wheat",4,"decile_6",536.316129032258,1.5580777676138,"trial",0
"Cadgee",2018,"Unmodified_Fert.band_30.Clay.incorp_10",2.69033747588829,"Cadgee_2018","Unmodified mixed","Unmodified","Wheat",4,"decile_6",536.316129032258,1.5580777676138,"trial",0
"Cadgee",2018,"Spade.30_Clay.incorp_30",2.67321367381925,"Cadgee_2018","Spade non organic","Spade","Wheat",4,"decile_6",536.316129032258,1.5580777676138,"trial",0
"Cadgee",2018,"Unmodified_Clay.incorp_10",2.28781016217086,"Cadgee_2018","Unmodified non organic","Unmodified","Wheat",4,"decile_6",536.316129032258,1.5580777676138,"trial",0
"Cadgee",2018,"Spade.30_Lc.incorp_30.Fert.incorp_30",2.12644124101798,"Cadgee_2018","Spade mixed","Spade","Wheat",4,"decile_6",536.316129032258,1.5580777676138,"trial",0
"Cadgee",2018,"Spade.30_Lc.incorp_30",1.92332917225831,"Cadgee_2018","Spade plant","Spade","Wheat",4,"decile_6",536.316129032258,1.5580777676138,"trial",0
"Cadgee",2018,"Spade.30_Fert.incorp_30",1.81740807966766,"Cadgee_2018","Spade fertiliser","Spade","Wheat",4,"decile_6",536.316129032258,1.5580777676138,"trial",0
"Cadgee",2018,"Unmodified_Fert.band_30",1.80765104415526,"Cadgee_2018","Unmodified fertiliser","Unmodified","Wheat",4,"decile_6",536.316129032258,1.5580777676138,"trial",0
"Cadgee",2018,"Spade.30_none",1.57332301860142,"Cadgee_2018","Spade none","Spade","Wheat",4,"decile_6",536.316129032258,1.5580777676138,"trial",0
"Carwarp_Amelioration",2018,"Rip.60Spade.30_none",1.19866071428571,"Carwarp_Amelioration_2018","Rip+Spade none","Rip+Spade","Barley",1,"decile_1",294.195161290323,0.553482142857143,"trial",0
"Carwarp_Amelioration",2018,"Rip.60_none",1.13633928571429,"Carwarp_Amelioration_2018","Rip none","Rip","Barley",1,"decile_1",294.195161290323,0.553482142857143,"trial",0
"Carwarp_Amelioration",2018,"Rip.30+60_none",1.09857142857143,"Carwarp_Amelioration_2018","Rip none","Rip","Barley",1,"decile_1",294.195161290323,0.553482142857143,"trial",0
"Carwarp_Amelioration",2018,"Rip.30+60_Lc.band_30+60",1.05133928571429,"Carwarp_Amelioration_2018","Rip plant","Rip","Barley",1,"decile_1",294.195161290323,0.553482142857143,"trial",0
"Carwarp_Amelioration",2018,"Spade.30_none",1.04535714285714,"Carwarp_Amelioration_2018","Spade none","Spade","Barley",1,"decile_1",294.195161290323,0.553482142857143,"trial",0
"Carwarp_Amelioration",2018,"Rip.60Spade.30_Lc.incorp_30+band_60",1.04151785714286,"Carwarp_Amelioration_2018","Rip+Spade plant","Rip+Spade","Barley",1,"decile_1",294.195161290323,0.553482142857143,"trial",0
"Carwarp_Amelioration",2018,"Rip.60_Lc.band_60",0.982767857142857,"Carwarp_Amelioration_2018","Rip plant","Rip","Barley",1,"decile_1",294.195161290323,0.553482142857143,"trial",0
"Carwarp_Amelioration",2018,"Rip.30_none",0.981964285714286,"Carwarp_Amelioration_2018","Rip none","Rip","Barley",1,"decile_1",294.195161290323,0.553482142857143,"trial",0
"Carwarp_Amelioration",2018,"Rip.30_Lc.band_30",0.887142857142857,"Carwarp_Amelioration_2018","Rip plant","Rip","Barley",1,"decile_1",294.195161290323,0.553482142857143,"trial",0
"Carwarp_Amelioration",2018,"Spade.30_Lc.incorp_30",0.633928571428572,"Carwarp_Amelioration_2018","Spade plant","Spade","Barley",1,"decile_1",294.195161290323,0.553482142857143,"trial",0
"Carwarp_Amelioration",2018,"Unmodified_Lc.surface",0.633571428571429,"Carwarp_Amelioration_2018","Unmodified plant","Unmodified","Barley",1,"decile_1",294.195161290323,0.553482142857143,"trial",0
"Carwarp_Amelioration",2019,"Unmodified_Lc.surface",1.12297496318115,"Carwarp_Amelioration_2019","Unmodified plant","Unmodified","Wheat",2,"decile_1",294.195161290323,1.19507854688267,"trial",0
"Carwarp_Amelioration",2019,"Rip.30_Lc.band_30",1.05547373588611,"Carwarp_Amelioration_2019","Rip plant","Rip","Wheat",2,"decile_1",294.195161290323,1.19507854688267,"trial",0
"Carwarp_Amelioration",2019,"Rip.30_none",1.01558664702995,"Carwarp_Amelioration_2019","Rip none","Rip","Wheat",2,"decile_1",294.195161290323,1.19507854688267,"trial",0
"Carwarp_Amelioration",2019,"Spade.30_Lc.incorp_30",0.909732449680905,"Carwarp_Amelioration_2019","Spade plant","Spade","Wheat",2,"decile_1",294.195161290323,1.19507854688267,"trial",0
"Carwarp_Amelioration",2019,"Spade.30_none",0.802344133529701,"Carwarp_Amelioration_2019","Spade none","Spade","Wheat",2,"decile_1",294.195161290323,1.19507854688267,"trial",0
"Carwarp_Amelioration",2019,"Rip.60Spade.30_Lc.incorp_30+band_60",0.77012763868434,"Carwarp_Amelioration_2019","Rip+Spade plant","Rip+Spade","Wheat",2,"decile_1",294.195161290323,1.19507854688267,"trial",0
"Carwarp_Amelioration",2019,"Rip.60Spade.30_none",0.599840451644575,"Carwarp_Amelioration_2019","Rip+Spade none","Rip+Spade","Wheat",2,"decile_1",294.195161290323,1.19507854688267,"trial",0
"Carwarp_Amelioration",2019,"Rip.60_none",0.596772214040255,"Carwarp_Amelioration_2019","Rip none","Rip","Wheat",2,"decile_1",294.195161290323,1.19507854688267,"trial",0
"Carwarp_Amelioration",2019,"Rip.60_Lc.band_60",0.576828669612175,"Carwarp_Amelioration_2019","Rip plant","Rip","Wheat",2,"decile_1",294.195161290323,1.19507854688267,"trial",0
"Carwarp_Amelioration",2019,"Rip.30+60_none",0.541543937162494,"Carwarp_Amelioration_2019","Rip none","Rip","Wheat",2,"decile_1",294.195161290323,1.19507854688267,"trial",0
"Carwarp_Amelioration",2019,"Rip.30+60_Lc.band_30+60",0.512395679921453,"Carwarp_Amelioration_2019","Rip plant","Rip","Wheat",2,"decile_1",294.195161290323,1.19507854688267,"trial",0
"Carwarp_Amelioration",2020,"Rip.60Spade.30_Lc.incorp_30+band_60",3.06525241675617,"Carwarp_Amelioration_2020","Rip+Spade plant","Rip+Spade","Barley",3,"decile_5",294.195161290323,2.40601503759398,"trial",0
"Carwarp_Amelioration",2020,"Rip.60_Lc.band_60",2.98335123523093,"Carwarp_Amelioration_2020","Rip plant","Rip","Barley",3,"decile_5",294.195161290323,2.40601503759398,"trial",0
"Carwarp_Amelioration",2020,"Rip.30+60_Lc.band_30+60",2.91890440386681,"Carwarp_Amelioration_2020","Rip plant","Rip","Barley",3,"decile_5",294.195161290323,2.40601503759398,"trial",0
"Carwarp_Amelioration",2020,"Rip.30_Lc.band_30",2.87728249194415,"Carwarp_Amelioration_2020","Rip plant","Rip","Barley",3,"decile_5",294.195161290323,2.40601503759398,"trial",0
"Carwarp_Amelioration",2020,"Spade.30_Lc.incorp_30",2.75644468313641,"Carwarp_Amelioration_2020","Spade plant","Spade","Barley",3,"decile_5",294.195161290323,2.40601503759398,"trial",0
"Carwarp_Amelioration",2020,"Rip.60Spade.30_none",2.74704618689581,"Carwarp_Amelioration_2020","Rip+Spade none","Rip+Spade","Barley",3,"decile_5",294.195161290323,2.40601503759398,"trial",0
"Carwarp_Amelioration",2020,"Spade.30_none",2.67320085929108,"Carwarp_Amelioration_2020","Spade none","Spade","Barley",3,"decile_5",294.195161290323,2.40601503759398,"trial",0
"Carwarp_Amelioration",2020,"Rip.60_none",2.671858216971,"Carwarp_Amelioration_2020","Rip none","Rip","Barley",3,"decile_5",294.195161290323,2.40601503759398,"trial",0
"Carwarp_Amelioration",2020,"Rip.30+60_none",2.60606874328679,"Carwarp_Amelioration_2020","Rip none","Rip","Barley",3,"decile_5",294.195161290323,2.40601503759398,"trial",0
"Carwarp_Amelioration",2020,"Unmodified_Lc.surface",2.48523093447906,"Carwarp_Amelioration_2020","Unmodified plant","Unmodified","Barley",3,"decile_5",294.195161290323,2.40601503759398,"trial",0
"Carwarp_Amelioration",2020,"Rip.30_none",2.43421052631579,"Carwarp_Amelioration_2020","Rip none","Rip","Barley",3,"decile_5",294.195161290323,2.40601503759398,"trial",0
"Cummins",2019,"Rip.30IncRip_Gypsum.incorp_30",4.78395061728399,"Cummins_2019","IncRip non organic","IncRip","wheat",0,"decile_4",410.708064516129,4.78395061728399,"trial",0
"Cummins",2019,"Rip.30IncRip_none",4.4753086419753,"Cummins_2019","IncRip none","IncRip","wheat",0,"decile_4",410.708064516129,4.78395061728399,"trial",0
"Cummins",2019,"Rip.30_none",4.3209876543209,"Cummins_2019","Rip none","Rip","wheat",0,"decile_4",410.708064516129,4.78395061728399,"trial",0
"Cummins",2020,"Rip.30IncRip_none",2.81293952180027,"Cummins_2020","IncRip none","IncRip","canola",1,"decile_5",410.708064516129,2.67229254571026,"trial",0
"Cummins",2020,"Rip.30_none",2.67229254571026,"Cummins_2020","Rip none","Rip","canola",1,"decile_5",410.708064516129,2.67229254571026,"trial",0
"Cummins",2020,"Rip.30IncRip_Gypsum.incorp_30",2.53164556962025,"Cummins_2020","IncRip non organic","IncRip","canola",1,"decile_5",410.708064516129,2.67229254571026,"trial",0
"Cummins",2021,"Rip.30IncRip_none",4.07876230661041,"Cummins_2021","IncRip none","IncRip","wheat",2,"decile_5",410.708064516129,3.09423347398031,"trial",0
"Cummins",2021,"Rip.30_none",3.79746835443038,"Cummins_2021","Rip none","Rip","wheat",2,"decile_5",410.708064516129,3.09423347398031,"trial",0
"Cummins",2021,"Rip.30IncRip_Gypsum.incorp_30",3.79746835443038,"Cummins_2021","IncRip non organic","IncRip","wheat",2,"decile_5",410.708064516129,3.09423347398031,"trial",0
"Karkoo",2019,"Rip.40IncRip_Lc.incorp_40",4.42901234567901,"Karkoo_2019","IncRip plant","IncRip","wheat",0,"decile_6",412.517741935484,3.67283950617284,"trial",0
"Karkoo",2019,"Rip.40_none",4.35185185185185,"Karkoo_2019","Rip none","Rip","wheat",0,"decile_6",412.517741935484,3.67283950617284,"trial",0
"Karkoo",2019,"Rip.40IncRip_none",4.32098765432099,"Karkoo_2019","IncRip none","IncRip","wheat",0,"decile_6",412.517741935484,3.67283950617284,"trial",0
"Karkoo",2020,"Rip.40IncRip_Lc.incorp_40",2.36111111111111,"Karkoo_2020","IncRip plant","IncRip","canola",1,"decile_6",412.517741935484,2.22222222222222,"trial",0
"Karkoo",2020,"Rip.40_none",2.25308641975309,"Karkoo_2020","Rip none","Rip","canola",1,"decile_6",412.517741935484,2.22222222222222,"trial",0
"Karkoo",2020,"Rip.40IncRip_none",2.22222222222222,"Karkoo_2020","IncRip none","IncRip","canola",1,"decile_6",412.517741935484,2.22222222222222,"trial",0
"Karkoo",2021,"Rip.40_none",6.10944444444444,"Karkoo_2021","Rip none","Rip","wheat",2,"decile_7",412.517741935484,5.18666666666667,"trial",0
"Karkoo",2021,"Rip.40IncRip_none",6.04027777777778,"Karkoo_2021","IncRip none","IncRip","wheat",2,"decile_7",412.517741935484,5.18666666666667,"trial",0
"Karkoo",2021,"Rip.40IncRip_Lc.incorp_40",5.95027777777778,"Karkoo_2021","IncRip plant","IncRip","wheat",2,"decile_7",412.517741935484,5.18666666666667,"trial",0
"Karoonda",2014,"Spade.30_Lc.incorp_30.Fert.incorp_30",2.0497238582159,"Karoonda_2014","Spade mixed","Spade","Wheat",0,"decile_3",329.31935483871,0.548258475175783,"trial",0
"Karoonda",2014,"Spade.30_Lc.incorp_30",1.68103660159847,"Karoonda_2014","Spade plant","Spade","Wheat",0,"decile_3",329.31935483871,0.548258475175783,"trial",0
"Karoonda",2014,"Spade.30_Lc.incorp_30.Clay.incorp_30",1.67757416062123,"Karoonda_2014","Spade mixed","Spade","Wheat",0,"decile_3",329.31935483871,0.548258475175783,"trial",0
"Karoonda",2014,"Unmodified_Fert.band_30",1.61785196041333,"Karoonda_2014","Unmodified fertiliser","Unmodified","Wheat",0,"decile_3",329.31935483871,0.548258475175783,"trial",0
"Karoonda",2014,"Spade.30_none",1.49782832382935,"Karoonda_2014","Spade none","Spade","Wheat",0,"decile_3",329.31935483871,0.548258475175783,"trial",0
"Karoonda",2014,"Spade.30_Lc.incorp_30.Fert.incorp_30.Clay.incorp_30",1.47642394500788,"Karoonda_2014","Spade mixed","Spade","Wheat",0,"decile_3",329.31935483871,0.548258475175783,"trial",0
"Karoonda",2014,"Unmodified_Fert.band_30.Clay.incorp_10",1.43088283902589,"Karoonda_2014","Unmodified mixed","Unmodified","Wheat",0,"decile_3",329.31935483871,0.548258475175783,"trial",0
"Karoonda",2014,"Spade.30_Fert.incorp_30.Clay.incorp_30",1.19143111193882,"Karoonda_2014","Spade mixed","Spade","Wheat",0,"decile_3",329.31935483871,0.548258475175783,"trial",0
