"site","Descriptors","Yield","Standard error","count","year","start","end","p value","Significance","groups","detailed_name","order_rank","New.names.of.Descriptors"
"Kooloonong_lentil","Control",2.19231672932331,0.244035341609568,4,"2019to2021","2019","2021","2.538e-02","**","ns","Control",1,"Control"
"Kooloonong_lupin","Rip.50_none",5.33988486842105,0.58827627324663,4,"2019to2021","2019","2021","1.217e-02","**","ns","Ripping to 50cm with no amendments",113,"Rip.50"
"Kooloonong_lupin","Rip.50_Cl.surface",5.17794486215539,0.447009846880533,4,"2019to2021","2019","2021","1.217e-02","**","ns","Ripping to 50cm with chicken litter applied surface",114,"Rip.50_ChickL.surface"
"Kooloonong_lupin","Unmodified_Cl.surface",4.3780505952381,0.654834476939183,4,"2019to2021","2019","2021","1.217e-02","**","ns","chicken litter applied surface",6,"ChickL.surface"
"Kooloonong_lupin","Control",3.96439536340852,0.492295264780793,4,"2019to2021","2019","2021","1.217e-02","**","ns","Control",1,"Control"
"Kybunga","Spade.30_Cl.incorp_30",10.4510471612566,0.432429807993702,4,"2019to2021","2019","2021","4.529e-04","****","ns","spade 30cm with chicken litter incorporated 30cm",56,"Spade.30_ChickL.incorp_30"
"Kybunga","Rip.50_Cl.surface",10.2606031356031,0.384376980730359,4,"2019to2021","2019","2021","4.529e-04","****","ns","Ripping to 50cm with chicken litter applied surface",114,"Rip.50_ChickL.surface"
"Kybunga","Rip.50Spade.30_none",9.79915635037363,0.813473311670976,4,"2019to2021","2019","2021","4.529e-04","****","ns","Ripping to 50cm and spading 30cm with no amendments",129,"Rip.50Spade.30"
"Kybunga","Spade.30_none",9.60649054899055,0.641821970464454,4,"2019to2021","2019","2021","4.529e-04","****","ns","spade 30cm with no amendments",35,"Spade.30"
"Kybunga","Rip.50_none",9.23670964368333,0.748984179429394,4,"2019to2021","2019","2021","4.529e-04","****","ns","Ripping to 50cm with no amendments",113,"Rip.50"
"Kybunga","Rip.30_none",8.94065533065533,0.972612036279725,4,"2019to2021","2019","2021","4.529e-04","****","ns","Ripping to 30cm with no amendments",71,"Rip.30"
"Kybunga","Control",7.88252001083153,0.518823765223639,4,"2019to2021","2019","2021","4.529e-04","****","ns","Control",1,"Control"
"Lowaldie_Crest","Rip.60_none",7.48878739563127,2.61941931479415,4,"2019to2021","2019","2021","7.835e-02","*","ns","Ripping to 60cm with no amendments",134,"Rip.60"
"Lowaldie_Crest","Rip.40_none",6.33543667074685,0.735833201364815,4,"2019to2021","2019","2021","7.835e-02","*","ns","Ripping to 40cm with no amendments",100,"Rip.40"
"Lowaldie_Crest","Control",4.4371318348433,0.957740582583803,4,"2019to2021","2019","2021","7.835e-02","*","ns","Control",1,"Control"
"Lowaldie_Deep sand","Rip.60_none",8.12265439470525,0.782811821836392,4,"2019to2021","2019","2021","4.661e-04","****","ns","Ripping to 60cm with no amendments",134,"Rip.60"
"Lowaldie_Deep sand","Rip.40_none",7.0885196575777,0.880138200722542,4,"2019to2021","2019","2021","4.661e-04","****","ns","Ripping to 40cm with no amendments",100,"Rip.40"
"Lowaldie_Deep sand","Control",4.74743116792616,0.620313454258247,4,"2019to2021","2019","2021","4.661e-04","****","ns","Control",1,"Control"
"Malinong","Spade.30_none",9.7870987654321,1.24886773936627,3,"2019to2021","2019","2021","1.448e-01","ns","ns","spade 30cm with no amendments",35,"Spade.30"
"Malinong","DiscInv.30_none",9.14151234567902,1.56852994588226,3,"2019to2021","2019","2021","1.448e-01","ns","ns","Disc inversion to 30cm with no amendments",148,"Ploughing.30"
"Malinong","Control",8.53172839506173,0.470760868211097,3,"2019to2021","2019","2021","1.448e-01","ns","ns","Control",1,"Control"
"Malinong","Rip.30_none",8.06811728395062,0.518187612114454,3,"2019to2021","2019","2021","1.448e-01","ns","ns","Ripping to 30cm with no amendments",71,"Rip.30"
"Malinong","Rip.40_none",7.62521604938272,0.733913621496435,3,"2019to2021","2019","2021","1.448e-01","ns","ns","Ripping to 40cm with no amendments",100,"Rip.40"
"Monia_Gap","Spade.30_Cl.incorp_30.Gypsum.incorp_30",7.09369388486259,1.54487432940835,3,"2019to2021","2019","2021","9.218e-01","ns","ns","spade 30cm with chicken litter and gypsum incorporated 30cm",57,"Spade.30_ChickL.incorp_30.Gypsum.incorp_30"
"Monia_Gap","Spade.30_Cl.incorp_30",6.64344491487217,1.14642912238938,3,"2019to2021","2019","2021","9.218e-01","ns","ns","spade 30cm with chicken litter incorporated 30cm",56,"Spade.30_ChickL.incorp_30"
"Monia_Gap","Spade.30_none",6.46546218039775,1.08723516021355,3,"2019to2021","2019","2021","9.218e-01","ns","ns","spade 30cm with no amendments",35,"Spade.30"
"Monia_Gap","Spade.30_Gypsum.incorp_30",6.35384304768225,1.18787257067032,3,"2019to2021","2019","2021","9.218e-01","ns","ns","spade 30cm with gypsum incorporated 30cm",70,"Spade.30_Gypsum.incorp_30"
"Monia_Gap","Control",6.13893678366012,1.56490569823804,3,"2019to2021","2019","2021","9.218e-01","ns","ns","Control",1,"Control"
"Monia_Gap","Rip.60Spade.30_none",6.00021490091762,1.20494327026927,3,"2019to2021","2019","2021","9.218e-01","ns","ns","Ripping to 30cm and spading 30cm with no amendments",141,"Rip.60Spade.30"
"Mt Damper","Rip.45IncRip+Spade.30_none",7.26642255892256,0.544069173584256,3,"2019to2021","2019","2021","1.014e-01","ns","ns","Ripping to 45cm and inclusion and spading 30cm with no amendments",108,"Rip.45IncRip+Spade.30"
"Mt Damper","Spade.30_none",6.95112794612795,1.49780513506893,3,"2019to2021","2019","2021","1.014e-01","ns","ns","spade 30cm with no amendments",35,"Spade.30"
"Mt Damper","Rip.45IncRip_Fert.incorp_45",6.27330808080808,3.34756363000206,3,"2019to2021","2019","2021","1.014e-01","ns","ns","Ripping to 45cm and inclusion with fertiliser banded 45cm",109,"Rip.45IncRip_Fert.incorp_45"
"Mt Damper","Rip.45IncRip_none",5.05761784511785,0.423018247410698,3,"2019to2021","2019","2021","1.014e-01","ns","ns","Ripping to 45cm and inclusion with no amendments",107,"Rip.45IncRip"
"Mt Damper","Control",2.97784511784512,1.92374269544501,3,"2019to2021","2019","2021","1.014e-01","ns","ns","Control",1,"Control"
"Murlong","Spade.30_Lc.incorp_30",6.4796295162,0.252857344191254,4,"2018to2021","2018","2021","2.103e-15","****","ns","spade 30cm with lucerne incorporated 30cm",52,"Spade.30_Luc.incorp_30"
"Murlong","Spade.30_Fert.incorp_30",6.4747844956,0.782593338424981,4,"2018to2021","2018","2021","2.103e-15","****","ns","spade 30cm with fertiliser incorporated 30cm",65,"Spade.30_Fert.incorp_30"
"Murlong","Spade.30_none",4.928139055125,0.336547309390534,4,"2018to2021","2018","2021","2.103e-15","****","ns","spade 30cm with no amendments",35,"Spade.30"
"Murlong","Rip.40_Lc.incorp_40",4.800216085325,0.219288614971183,4,"2018to2021","2018","2021","2.103e-15","****","ns","Ripping to 40cm with lucerne incorporated 40cm",104,"Rip.40_Luc.incorp_40"
"Murlong","Rip.40_Fert.incorp_40",4.442174238075,0.324621521277998,4,"2018to2021","2018","2021","2.103e-15","****","ns","Ripping to 40cm with fertiliser incorporated 40cm",105,"Rip.40_Fert.incorp_40"
"Murlong","Rip.40_none",4.203279263325,0.417466034256585,4,"2018to2021","2018","2021","2.103e-15","****","ns","Ripping to 40cm with no amendments",100,"Rip.40"
"Murlong","Rip.30_Fert.incorp_30",3.500483581475,0.342242255632692,4,"2018to2021","2018","2021","2.103e-15","****","ns","Ripping to 30cm with fertiliser incorporated 30cm",80,"Rip.30_Fert.incorp_30"
"Murlong","Rip.30_Lc.incorp_30",3.3942624589,0.482610605496992,4,"2018to2021","2018","2021","2.103e-15","****","ns","Ripping to 30cm with lucerne incorporated 30cm",77,"Rip.30_Luc.incorp_30"
"Murlong","Rip.30_none",3.2664813597,0.481546320451088,4,"2018to2021","2018","2021","2.103e-15","****","ns","Ripping to 30cm with no amendments",71,"Rip.30"
"Murlong","Control",1.737750589325,0.271349831050568,4,"2018to2021","2018","2021","2.103e-15","****","ns","Control",1,"Control"
"Ouyen_Spade","Spade.30_Cl.incorp_30",12.28312504,2.0602350928671,4,"2017to2020","2017","2020","5.791e-04","****","ns","spade 30cm with chicken litter incorporated 30cm",56,"Spade.30_ChickL.incorp_30"
"Ouyen_Spade","Spade.30_Com.incorp_30",10.58871768,1.63308030832675,4,"2017to2020","2017","2020","5.791e-04","****","ns","spade 30cm with compost incorporated 30cm",59,"Spade.30_Com.incorp_30"
"Ouyen_Spade","Spade.30_Vet_Cer_In.incorp_30",10.38778476,1.03750583055766,4,"2017to2020","2017","2020","5.791e-04","****","ns","spade 30cm with vetch and cereal and inoculant incorporated 30cm",63,"Spade.30_Vet_Cer_In.incorp_30"
"Ouyen_Spade","Spade.30_Vetch.incorp_30",9.73916812,0.686956279512707,4,"2017to2020","2017","2020","5.791e-04","****","ns","spade 30cm with vetch incorporated 30cm",61,"Spade.30_Vetch.incorp_30"
"Ouyen_Spade","Spade.30_Vet_Cer.incorp_30",9.46107796,1.35127548206966,4,"2017to2020","2017","2020","5.791e-04","****","ns","spade 30cm with vetch and cereal incorporated 30cm",62,"Spade.30_Vet_Cer.incorp_30"
"Ouyen_Spade","Spade.30_none",9.36381984,0.958870324908938,4,"2017to2020","2017","2020","5.791e-04","****","ns","spade 30cm with no amendments",35,"Spade.30"
"Ouyen_Spade","Spade.30_Cereal.incorp_30",9.23671872,1.02787362534072,4,"2017to2020","2017","2020","5.791e-04","****","ns","spade 30cm with cereal incorporated 30cm",60,"Spade.30_Cereal.incorp_30"
"Ouyen_Spade","Spade.30_Fert.incorp_30",8.74635512,1.52345406649353,4,"2017to2020","2017","2020","5.791e-04","****","ns","spade 30cm with fertiliser incorporated 30cm",65,"Spade.30_Fert.incorp_30"
"Ouyen_Spade","Control",6.93840076,0.351572418405752,4,"2017to2020","2017","2020","5.791e-04","****","ns","Control",1,"Control"
"Ouyen_Placement","Rip_30+30_none_annual",10.5990773809524,1.82736223209221,4,"2017to2020","2017","2020","3.049e-04","****","ns","Ripping to 30cm with growers standard fertiliser to 30cm with no amendments annually",90,"Rip_30+30_annual"
"Ouyen_Placement","Rip_30+7.5_none_annual",10.3212797619048,1.14526263996649,4,"2017to2020","2017","2020","3.049e-04","****","ns","Ripping to 30cm with growers standard fertiliser to 7.5cm with no amendments annually",88,"Rip_30+7.5_annual"
"Ouyen_Placement","Rip_30+30_Fert.banded_30_annual",10.1458392857143,1.74269886515394,4,"2017to2020","2017","2020","3.049e-04","****","ns","Ripping to 30cm with growers standard fertiliser to 30cm with fertiliser banded 30cm annually",92,"Rip_30+30_Fert.banded_30_annual"
"Ouyen_Placement","Rip_30+7.5_none",9.35482738095238,1.06410011171918,4,"2017to2020","2017","2020","3.049e-04","****","ns","Ripping to 30cm with growers standard fertiliser to 7.5cm with no amendments ",87,"Rip_30+7.5"
"Ouyen_Placement","Rip_30+30_Fert.banded_30",9.16804166666667,1.37929881149953,4,"2017to2020","2017","2020","3.049e-04","****","ns","Ripping to 30cm with growers standard fertiliser to 30cm with fertiliser banded 30cm",91,"Rip_30+30_Fert.banded_30"
"Ouyen_Placement","Rip_30+30_none",8.50431547619048,0.877156353707367,4,"2017to2020","2017","2020","3.049e-04","****","ns","Ripping to 30cm and 30cm with no amendments annually",89,"Rip_30+30"
"Ouyen_Placement","Pre_drill_20+20_Fert.banded_20_annual",8.22442261904762,1.58695760916243,4,"2017to2020","2017","2020","3.049e-04","****","ns","Pre drill to depth 20cm with growers standard fertiliser to 20cm with fertiliser banded at 20cm annually ",34,"Pre_drill_20+20_Fert.banded_20_annual"
"Ouyen_Placement","Pre_drill_20+20_none_annual",7.98669246031746,0.720413291659255,4,"2017to2020","2017","2020","3.049e-04","****","ns","Pre drill to depth 20cm with growers standard fertiliser to 20cm with no additional amendments performed annually",32,"Pre_drill_20+20_annual"
"Ouyen_Placement","Pre_drill_20+20_Fert.banded_20",7.84942261904762,1.43134662389587,4,"2017to2020","2017","2020","3.049e-04","****","ns","Pre drill to depth 20cm with growers standard fertiliser to 20cm with fertiliser banded at 20cm",33,"Pre_drill_20+20_Fert.banded_20"
"Ouyen_Placement","Unmodified_none.Fert.surface",7.590875,0.524358400874849,4,"2017to2020","2017","2020","3.049e-04","****","ns","growers standard fertiliser to surface with no additional amendments",28,"none.Fert.surface"
"Ouyen_Placement","Control",7.52204166666666,0.531063008396366,4,"2017to2020","2017","2020","3.049e-04","****","ns","Control",1,"Control"
"Ouyen_Placement","Pre_drill_20+20_none",7.44918452380953,1.02851026794483,4,"2017to2020","2017","2020","3.049e-04","****","ns","Pre drill to depth 20cm with growers standard fertiliser to 20cm with no additional amendments",31,"Pre_drill_20+20"
"Ouyen_Placement","Pre_drill_20+7.5_none_annual",7.43115476190476,0.309286332281846,4,"2017to2020","2017","2020","3.049e-04","****","ns","Pre drill to depth 20cm with growers standard fertiliser to 7.5cm with no additional amendments annually",30,"Pre_drill_20+7.5_annual"
"Ouyen_Placement","Pre_drill_20+7.5_none",7.12010119047619,1.1942384049538,4,"2017to2020","2017","2020","3.049e-04","****","ns","Pre drill to depth 20cm with growers standard fertiliser to 7.5cm with no additional amendments",29,"Pre_drill_20+7.5"
"Sherwood","Spade.30_none",3.30954030684608,0.422467673885976,3,"2019to2021","2019","2021","5.864e-01","ns","ns","spade 30cm with no amendments",35,"Spade.30"
"Sherwood","Rip.30_Fert.surface",3.18944066466518,0.612470709452038,3,"2019to2021","2019","2021","5.864e-01","ns","ns","Ripping to 30cm with fertiliser applied at surface",79,"Rip.30_Fert.surface"
"Sherwood","Spade.30_Fert.incorp_30",3.17317307069267,0.808260334295416,3,"2019to2021","2019","2021","5.864e-01","ns","ns","spade 30cm with fertiliser incorporated 30cm",65,"Spade.30_Fert.incorp_30"
"Sherwood","Control",2.73687099073414,0.87507949541901,3,"2019to2021","2019","2021","5.864e-01","ns","ns","Control",1,"Control"
"Sherwood","Rip.30_none",2.54701512631663,0.488042010502894,3,"2019to2021","2019","2021","5.864e-01","ns","ns","Ripping to 30cm with no amendments",71,"Rip.30"
"Telopea_Downs","Spade.30_Clay@500.incorp_30_Yr07,20",3.64,0.174355957741627,3,"2020to2021","2020","2021","5.370e-01","ns","ns","spade 30cm with clay at 250t/ha in years 2007 and 2020",68,"Spade.30_Clay@500.incorp_30_Yr07,20"
"Telopea_Downs","Control",3.37333333333333,0.201328918273887,3,"2020to2021","2020","2021","5.370e-01","ns","ns","Control",1,"Control"
"Telopea_Downs","Spade.30_Clay@250.incorp_30",3.16333333333333,0.820081296783028,3,"2020to2021","2020","2021","5.370e-01","ns","ns","spade 30cm with clay at 250t/ha",67,"Spade.30_Clay@250.incorp_30"
"Tempy","Rip.50_Cl.surface",4.55012755102041,0.866887982424351,4,"2019to2020","2019","2020","1.148e-01","ns","ns","Ripping to 50cm with chicken litter applied surface",114,"Rip.50_ChickL.surface"
"Tempy","Rip.50IncRip_Cl.surface",4.4875425170068,0.689060582855935,4,"2019to2020","2019","2020","1.148e-01","ns","ns","Ripping to 50cm and inclusion with chicken litter applied surface",132,"Rip.50IncRip_ChickL.surface"
"Tempy","Rip.50_none",4.1889880952381,0.663432015432043,4,"2019to2020","2019","2020","1.148e-01","ns","ns","Ripping to 50cm with no amendments",113,"Rip.50"
"Tempy","Rip.50IncRip_none",4.1515306122449,0.961860269363936,4,"2019to2020","2019","2020","1.148e-01","ns","ns","Ripping to 50cm and inclusion with no amendments",130,"Rip.50IncRip"
"Tempy","Control",3.18626700680272,0.308490599897651,4,"2019to2020","2019","2020","1.148e-01","ns","ns","Control",1,"Control"
"Waikerie","Unmodified_Cl.surface",3.71367991617991,0.599461415297319,4,"2018to2020","2018","2020","8.641e-01","ns","ns","chicken litter applied at surface",6,"ChickL.surface"
"Waikerie","Rip.60_Cl.surface",3.63103933603934,0.368306013336062,4,"2018to2020","2018","2020","8.641e-01","ns","ns","Ripping to 60cm with chicken litter applied at surface",135,"Rip.60_ChickL.surface"
"Waikerie","Rip.30_Cl.band_30",3.53762342012342,0.517095585870769,4,"2018to2020","2018","2020","8.641e-01","ns","ns","Ripping to 30cm with chicken litter banded at 30cm",75,"Rip.30_ChickL.band_30"
"Waikerie","Rip.30_Fert.band_8",3.52215547965548,0.679295275209835,4,"2018to2020","2018","2020","8.641e-01","ns","ns","Ripping to 30cm with fertiliser banded at 8cm",81,"Rip.30_Fert.band_8"
"Waikerie","Unmodified_Fert.band_8",3.45865384615384,0.609737823974382,4,"2018to2020","2018","2020","8.641e-01","ns","ns","fertiliser banded 8cm",21,"Fert.band_8"
"Waikerie","Rip.60_none",3.41825545325545,0.487578796120809,4,"2018to2020","2018","2020","8.641e-01","ns","ns","Ripping to 60cm with no amendments",134,"Rip.60"
"Waikerie","Rip.60_Cl.band_60",3.37067889317889,0.21455706527515,4,"2018to2020","2018","2020","8.641e-01","ns","ns","Ripping to 60cm with chicken litter banded 60cm",136,"Rip.60_ChickL.band_60"
"Waikerie","Control",3.36777051777052,0.38050807946002,4,"2018to2020","2018","2020","8.641e-01","ns","ns","Control",1,"Control"
"Waikerie","Rip.30_Cl.surface",3.3607594957595,0.378466216051803,4,"2018to2020","2018","2020","8.641e-01","ns","ns","Ripping to 30cm with chicken litter applied at surface",73,"Rip.30_ChickL.surface"
"Waikerie","Rip.30_Fert.band_30",3.33531053031053,0.288155596111217,4,"2018to2020","2018","2020","8.641e-01","ns","ns","Ripping to 30cm with fertiliser banded at 30cm",82,"Rip.30_Fert.band_30"
"Waikerie","Rip.60_Fert.band_8",3.24429602679603,0.284087143811832,4,"2018to2020","2018","2020","8.641e-01","ns","ns","Ripping to 60cm with fertiliser banded 8cm",139,"Rip.60_Fert.band_8"
"Waikerie","Rip.60_Fert.band_60",3.15895365145365,0.639148455099559,4,"2018to2020","2018","2020","8.641e-01","ns","ns","Ripping to 60cm with fertiliser banded 60cm",140,"Rip.60_Fert.band_60"
"Waikerie","Rip.30_none",3.07498762498763,0.518318385565762,4,"2018to2020","2018","2020","8.641e-01","ns","ns","Ripping to 30cm with no amendments",71,"Rip.30"
"Warnertown","Spade.30_none",9.92512529550827,0.705754495731858,3,"2019to2021","2019","2021","1.141e-01","ns","ns","spade 30cm with no amendments",35,"Spade.30"
"Warnertown","Rip.50IncRip_none",9.84444444444444,0.981622977267848,3,"2019to2021","2019","2021","1.141e-01","ns","ns","Ripping to 50cm and inclusion with no amendments",130,"Rip.50IncRip"
"Warnertown","Rip.50_none",9.6274988179669,0.655380772229765,3,"2019to2021","2019","2021","1.141e-01","ns","ns","Ripping to 50cm with no amendments",113,"Rip.50"
"Warnertown","Rip.30_none",9.17409929078014,0.618765302414299,3,"2019to2021","2019","2021","1.141e-01","ns","ns","Ripping to 30cm with no amendments",71,"Rip.30"
"Warnertown","Control",8.44333806146572,1.19292134493904,3,"2019to2021","2019","2021","1.141e-01","ns","ns","Control",1,"Control"
"Warnertown","DiscInv.30_none",8.36354213376039,0.32014449488889,3,"2019to2021","2019","2021","1.141e-01","ns","ns","Disc inversion to 30cm with no amendments",148,"Ploughing.30"
"Wynarka","Rip.60IncRip_none",7.84608826588476,0.282841789444986,4,"2019to2021","2019","2021","3.232e-06","****","ns","Ripping to 60cm and inclusion with no amendments",144,"Rip.60IncRip"
"Wynarka","Rip.60IncRip+Spade.30_none",7.61340444974052,0.180728236047306,4,"2019to2021","2019","2021","3.232e-06","****","ns","Ripping to 60cm and inclusion and spading 30cm with no amendments",145,"Rip.60IncRip+Spade.30"
"Wynarka","Spade.30_none",7.57733530659675,0.239612483178449,4,"2019to2021","2019","2021","3.232e-06","****","ns","spade 30cm with no amendments",35,"Spade.30"
"Wynarka","Rip.60Spade.30_none",7.53073587806466,0.381699744417111,4,"2019to2021","2019","2021","3.232e-06","****","ns","Ripping to 30cm and spading 30cm with no amendments",141,"Rip.60Spade.30"
"Wynarka","Rip.60_none",6.9537238640036,0.0791222591390659,4,"2019to2021","2019","2021","3.232e-06","****","ns","Ripping to 60cm with no amendments",134,"Rip.60"
"Wynarka","Control",6.9361186575653,0.120999887744423,4,"2019to2021","2019","2021","3.232e-06","****","ns","Control",1,"Control"
"Wynarka","Rip.30_none",6.82748833395803,0.110166121479047,4,"2019to2021","2019","2021","3.232e-06","****","ns","Ripping to 30cm with no amendments",71,"Rip.30"
"Yenda","Sweep.30_Cl@9.incorp_30",14.1053270589546,1.03616991252928,4,"2017to2021","2017","2021","6.858e-07","****","ns","sweep 30cm with chicken litter at 9t/ha incorporated 30cm",96,"Sweep.30_ChickL@9.incorp_30"
"Yenda","Sweep.30_Cl@6.incorp_30",13.4470705342775,0.712951439419114,4,"2017to2021","2017","2021","6.858e-07","****","ns","sweep 30cm with chicken litter at 6t/ha incorporated 30cm",95,"Sweep.30_ChickL@6.incorp_30"
"Yenda","Sweep.30_Cl@9.incorp_30_Yr17,18,19",13.3414369834446,0.512901947558915,4,"2017to2021","2017","2021","6.858e-07","****","ns","sweep 30cm with chicken litter at 9t/ha incorporated 30cm applied 2017, 2018, 2019",97,"Sweep.30_ChickL@9.incorp_30_Yr17,18,19"
"Yenda","Unmodified_Fert.incorp_8",11.6490513125735,0.69573978409321,4,"2017to2021","2017","2021","6.858e-07","****","ns","fertiliser incorporated 8cm",20,"Fert.incorp_8"
"Yenda","Sweep.30_Cl@3.incorp_30",11.5116844287032,0.929971136962947,4,"2017to2021","2017","2021","6.858e-07","****","ns","sweep 30cm with chicken litter at 3t/ha incorporated 30cm",94,"Sweep.30_ChickL@3.incorp_30"
"Yenda","Sweep.30_Cl@3.incorp_30.Lime.incorp_8",11.4839193249168,1.15349858257674,4,"2017to2021","2017","2021","6.858e-07","****","ns","sweep 30cm with chicken litter at 3t/ha incorporated 30cm and lime incorporated 8cm",99,"Sweep.30_ChickL@3.incorp_30.Lime.incorp_8"
"Yenda","Sweep.30_Lime.incorp_30",10.9190424170115,0.802626048176464,4,"2017to2021","2017","2021","6.858e-07","****","ns","sweep 30cm with lime incorporated 30cm",98,"Sweep.30_Lime.incorp_30"
"Yenda","Unmodified_Cl@3.incorp_8",10.8830314036758,0.973313513120172,4,"2017to2021","2017","2021","6.858e-07","****","ns","chicken litter at 3t/ha incorporated 8cm",8,"ChickL@3.incorp_8"
"Yenda","Control",10.5710330196428,0.938952067543703,4,"2017to2021","2017","2021","6.858e-07","****","ns","Control",1,"Control"
"Yenda","Sweep.30_none",10.5480443881124,0.76219511361117,4,"2017to2021","2017","2021","6.858e-07","****","ns","sweep 30cm with no amendments",93,"Sweep.30"
"Yenda","Rip.60_none",10.4993952699055,1.52372245930917,4,"2017to2021","2017","2021","6.858e-07","****","ns","Ripping to 60cm with no amendments",134,"Rip.60"
"Yenda","Unmodified_Fert.foliar",10.020059679653,0.795659849556111,4,"2017to2021","2017","2021","6.858e-07","****","ns","fertiliser applied to foliar",18,"Fert.foliar"
